company,date,year,indid,ind,行业,sfcy,rd,rda,fin,size,lev,grow,share,board,ip,roe,ocf,pat,inv,m2,sfin,guquan,efi
002334,2013-12-31,2013,C38,1,电气机械及器材制造业,1,18.4724865,0.065640658,0.219953522,21.19604683,0.16318202,0.00259772,0.183300003,0.333333343,0.041280001,0.088570997,0.121337608,5.602118821,3.496507561,0.135900006,0.216948941,0,20.39891978
002334,2014-12-31,2014,C38,1,电气机械及器材制造业,1,18.5231781,0.060784116,0.229787961,21.32360458,0.180423483,0.00139853,0.182300001,0.333333343,0.04298,0.109456003,0.050708603,5.85220248,3.970291914,0.110100001,0.201770559,0,
002334,2015-12-31,2015,C38,1,电气机械及器材制造业,1,18.63363457,0.060791757,0.210498095,21.43393517,0.206766188,0.00024084,0.181600004,0.333333343,0.05706,0.093186997,0.00441835,6.188264123,4.59511985,0.133399993,0.180319339,0,
002334,2016-12-31,2016,C38,1,电气机械及器材制造业,1,18.99360657,0.068654664,0.314346641,21.67227173,0.512761593,0.00222104,0.177299991,0.333333343,0.051100001,0.038323998,-0.017218253,6.424869024,4.983606622,0.113300003,0.286657214,0,21.37048949
002334,2017-12-31,2017,C38,1,电气机械及器材制造业,1,19.2845192,0.073693931,0.2328486,21.89235497,0.645344973,0.00602975,0.176599994,0.333333343,0.057700001,0.111189999,-0.029954821,6.637258031,5.262690189,0.081100002,0.212738991,0,20.82843633
002334,2018-12-31,2018,C38,1,电气机械及器材制造业,1,19.37215424,0.075922333,0.158005685,21.95019913,0.695630848,0.00049828,0.16399999,0.333333343,0.071500003,0.089657001,-0.039725967,,,0.069899999,0.143241838,0,
002335,2010-12-31,2010,C38,1,电气机械及器材制造业,1,17.35736275,0.030947397,0.57192874,20.83282852,0.380714297,0.00418976,0.393600017,0.428571433,0.046999998,0.179734007,0.063057177,4.317488114,0,0.189500004,0.559931874,0,
002335,2011-12-31,2011,C38,1,电气机械及器材制造业,1,17.76615334,0.042672124,0.421454638,20.92036247,0.355598301,0.00423789,0.384499997,0.428571433,0.049123,0.127334997,0.004419732,4.394449155,0,0.173199996,0.413326472,0,
002335,2012-12-31,2012,C38,1,电气机械及器材制造业,1,17.92660332,0.044864088,0.418806374,21.03072166,0.396412849,-9.528E-05,0.384599984,0.428571433,0.049377002,0.101130001,0.1157341,4.060443011,0,0.143900007,0.409592539,0,
002335,2013-12-31,2013,C38,1,电气机械及器材制造业,1,17.89858818,0.038450554,0.22969909,21.15697098,0.475205094,0.00085929,0.386999995,0.428571433,0.073565997,0.112847999,0.034498136,4.8978398,1.609437912,0.135900006,0.222046778,0,20.33259081
002335,2014-12-31,2014,C38,1,电气机械及器材制造业,1,18.23906136,0.039441921,0.178391755,21.47198868,0.710889459,0.00465709,0.38409999,0.428571433,0.065640002,0.120318003,0.024902277,5.220355825,2.833213344,0.110100001,0.166886523,0,18.67143946
002335,2016-12-31,2016,C38,1,电气机械及器材制造业,1,18.75724602,0.02765633,0.274531931,22.34514809,0.554239511,0.00060051,0.317800015,0.428571433,0.082289003,0.075281002,0.056841876,5.720311777,3.610917913,0.113300003,0.27043274,0,21.42192281
002335,2017-12-31,2017,C38,1,电气机械及器材制造业,1,19.16703224,0.033833817,0.16106765,22.55332756,0.690104723,0.00362909,0.309199989,0.428571433,0.106004,0.126809001,0.0268784,6.084499413,4.234106505,0.081100002,0.159073979,0,
002337,2010-12-31,2010,C35,1,专用设备制造业,1,17.24367523,0.019175578,0.470401824,21.19779205,0.271716118,-0.00175957,0.675000012,0.400000006,0.027627001,0.117270999,-0.017497018,3.258096538,2.079441542,0.189500004,0.466229111,0,
002337,2011-12-31,2011,C35,1,专用设备制造业,1,17.32230186,0.020787096,0.34418714,21.19572449,0.263697922,0.00036254,0.675000012,0.400000006,0.028271001,0.027982,-0.014636693,3.663561646,2.708050201,0.173199996,0.338832647,0,
002337,2012-12-31,2012,C35,1,专用设备制造业,1,17.33068085,0.020095244,0.288569927,21.23795319,0.325031668,-0.00146678,0.675000012,0.400000006,0.032808438,0.009964,0.025103422,3.931825633,3.17805383,0.143900007,0.282050431,0,19.31676877
002337,2013-12-31,2013,C35,1,专用设备制造业,1,17.36052704,0.0189797,0.222348228,21.32491302,0.353736877,0.00483125,0.623199999,0.400000006,0.028103,0.036979999,0.099828102,4.234106505,3.433987204,0.135900006,0.220028639,0,20.53744324
002337,2014-12-31,2014,C35,1,专用设备制造业,1,17.41167641,0.020687444,0.268982798,21.28990555,0.315560669,0.0009118,0.335999995,0.400000006,0.02832,0.040392999,-0.031628653,4.49980967,3.610917913,0.110100001,0.268982798,0,19.78229812
002337,2015-12-31,2015,C35,1,专用设备制造业,1,17.38192749,0.020944653,0.174138218,21.24779892,0.255708486,-0.00449176,0.318399996,0.5,0.028001999,-0.071856,-0.127857611,5.099866428,4.17438727,0.133399993,0.173237577,0,19.87454029
002337,2016-12-31,2016,C35,1,专用设备制造业,1,17.26403999,0.01838547,0.167586029,21.26023483,0.27003023,0.00055865,0.321500003,0.400000006,0.01957,0.013587,0.023317993,5.214935758,4.276666119,0.113300003,0.166696504,0,19.48928046
002337,2017-12-31,2017,C35,1,专用设备制造业,1,17.42321396,0.022238974,0.179200709,21.22912407,0.242854223,0.00493509,0.321500003,0.400000006,0.02431,0.010361,0.067316838,5.272999559,4.418840608,0.081100002,0.178260416,0,19.80697511
002337,2018-12-31,2018,C35,1,专用设备制造业,1,17.3227272,0.021848973,0.146016419,21.14632988,0.170420244,-0.00204144,0.321500003,0.400000006,0.040077001,0.006962,0.017621476,,,0.069899999,0.144994959,0,
002338,2010-12-31,2010,C40,1,仪器仪表制造业,1,16.23053169,0.015233259,0.625485361,20.41480446,0.1917281,0.00105918,0.458300024,0.333333343,0.034905002,0.118863001,0.036302671,2.397895273,1.386294361,0.189500004,0.625485361,1,
002338,2011-12-31,2011,C40,1,仪器仪表制造业,1,16.40252304,0.017097084,0.486937851,20.4713707,0.221411616,0.00118961,0.458300024,0.333333343,0.022218,0.086635999,0.017833536,2.772588722,2.079441542,0.173199996,0.486937851,1,
002338,2012-12-31,2012,C40,1,仪器仪表制造业,1,16.52928352,0.018463673,0.335909605,20.52123451,0.203186765,0.00179084,0.458300024,0.333333343,0.029053098,0.086304002,-0.012844572,3.17805383,2.079441542,0.143900007,0.335909605,1,
002338,2013-12-31,2013,C40,1,仪器仪表制造业,1,16.84988213,0.02188359,0.212582558,20.6718998,0.206376493,0.00115465,0.458300024,0.333333343,0.036288001,0.105870999,0.030911963,3.850147602,2.48490665,0.135900006,0.212582558,1,
002338,2014-12-31,2014,C40,1,仪器仪表制造业,1,17.18678474,0.03020145,0.163589761,20.68664932,0.16933459,0.00315673,0.448699981,0.333333343,0.030828999,0.084950998,0.008087312,4.110873864,2.63905733,0.110100001,0.163589761,1,16.81124283
002338,2015-12-31,2015,C40,1,仪器仪表制造业,1,17.4044838,0.036652274,0.168617651,20.71076393,0.175609067,-0.00113134,0.426500022,0.428571433,0.039159,0.060010001,0.07268209,4.077537444,2.833213344,0.133399993,0.168617651,1,18.22222981
002338,2016-12-31,2016,C40,1,仪器仪表制造业,1,17.43432808,0.038248487,0.187710389,20.69798088,0.137444228,-8.32E-05,0.426500022,0.333333343,0.032256,0.070244998,-0.019483358,4.304065093,3.17805383,0.113300003,0.187710389,1,18.57768449
002338,2017-12-31,2017,C40,1,仪器仪表制造业,1,17.62944031,0.047205102,0.110486329,20.68269348,0.120973237,0.00077751,0.426500022,0.333333343,0.037909001,0.060083002,-0.00489932,4.454347296,3.401197382,0.081100002,0.110486329,1,17.893048
002338,2018-12-31,2018,C40,1,仪器仪表制造业,1,17.44990921,0.038326833,0.076787047,20.71151352,0.110168196,0.00044316,0.426500022,0.375,0.033328,0.050437,0.007723393,,,0.069899999,0.076787047,1,
002339,2010-12-31,2010,I65,0,软件和信息技术服务业,1,16.89881325,0.022928044,0.421969861,20.67420769,0.174356148,0.00304277,0.0889,0.333333343,0.029589999,0.108116999,-0.089900158,1.791759469,0.693147181,0.189500004,0.418334216,0,
002339,2011-12-31,2011,I65,0,软件和信息技术服务业,1,17.10201263,0.023123072,0.354812354,20.86893654,0.319403827,0.00388193,0.0889,0.333333343,0.032430001,0.082101002,0.008673303,2.397895273,1.098612289,0.173199996,0.354626328,0,
002339,2012-12-31,2012,C38,1,电气机械及器材制造业,1,17.57075882,0.030903436,0.231720835,21.04764748,0.418664217,0.00522657,0.0889,0.333333343,0.03283,0.124651998,0.007741807,2.708050201,1.386294361,0.143900007,0.231720835,0,
002339,2013-12-31,2013,C38,1,电气机械及器材制造业,1,17.81020737,0.032997783,0.245526358,21.22152328,0.267601699,0.00061847,0.0889,0.333333343,0.039159998,0.108580999,0.010168647,3.17805383,1.609437912,0.135900006,0.245526358,0,
002339,2014-12-31,2014,C38,1,电气机械及器材制造业,1,17.85917282,0.028621029,0.241149247,21.41278648,0.407869071,0.00251725,0.0889,0.333333343,0.041914001,0.104002997,0.019202124,3.555348061,2.63905733,0.110100001,0.241149247,0,
002339,2015-12-31,2015,C38,1,电气机械及器材制造业,1,17.80246735,0.022989267,0.219428286,21.57519531,0.491119355,0.0015967,0.0889,0.333333343,0.04617,0.109109998,-0.024832351,4.007333185,3.135494216,0.133399993,0.206203967,0,
002339,2016-12-31,2016,C38,1,电气机械及器材制造业,1,18.34928894,0.031881966,0.190313965,21.79500389,0.768134952,0.00105655,0.0889,0.333333343,0.052333001,0.064692996,-0.056968503,4.382026635,3.36729583,0.113300003,0.183123305,0,
002339,2017-12-31,2017,C38,1,电气机械及器材制造业,1,18.50058937,0.030075967,0.225066811,22.0046196,0.855804384,0.00138487,0.0889,0.333333343,0.053142,0.055355001,0.007214726,4.663439094,3.891820298,0.081100002,0.219187245,0,
002339,2018-12-31,2018,C38,1,电气机械及器材制造业,1,18.63244247,0.032942273,0.194476664,22.04544067,0.851828694,0.00212153,0.0889,0.333333343,0.055139001,0.045880001,0.063768655,,,0.069899999,0.194476664,0,
002341,2010-12-31,2010,C26,0,化学原料及化学制品制造业,1,16.36068153,0.01316254,0.327062458,20.69106102,0.581412971,0.00552288,0.402999997,0.444444448,0.017165,0.119230002,0.01671537,3.761200116,1.098612289,0.189500004,0.327062458,0,
002341,2013-12-31,2013,C26,0,化学原料及化学制品制造业,1,17.62464333,0.014947256,0.174470574,21.82786942,0.973221838,0.00181892,0.316000015,0.428571433,0.046179,0.095688999,-0.01012247,4.983606622,3.610917913,0.135900006,0.164399713,0,13.81551056
002341,2016-12-31,2016,C26,0,化学原料及化学制品制造业,1,17.84429359,0.008929687,0.282927454,22.56266594,0.899123251,0.00619424,0.270400017,0.428571433,0.080444001,0.020514,0.016951578,5.272999559,4.043051268,0.113300003,0.274969578,0,
002341,2017-12-31,2017,C26,0,化学原料及化学制品制造业,1,18.06588364,0.010781808,0.241394714,22.59577942,0.946627378,0.00244792,0.255899996,0.428571433,0.058417998,0.049566001,0.013898809,4.852030264,3.688879454,0.081100002,0.216354653,0,19.39145966
002341,2018-12-31,2018,C26,0,化学原料及化学制品制造业,1,18.76572418,0.014505979,0.194081217,22.99891853,0.893812776,0.00556707,0.223499998,0.428571433,0.047483999,0.067213997,0.027695198,,,0.069899999,0.165387452,0,
002342,2010-12-31,2010,C41,0,其他制造业,1,17.85663033,0.017555591,0.158368781,21.89901352,0.50903213,0.00081876,0.469999999,0.363636374,0.061749998,0.124516003,0.023208942,4.304065093,1.386294361,0.189500004,0.158368781,0,
002342,2011-12-31,2011,C41,0,其他制造业,1,18.15083885,0.020786503,0.120770097,22.02429008,0.638014495,0.0005726,0.469999999,0.363636374,0.0414,0.076572001,0.035469811,4.521788577,1.609437912,0.173199996,0.120770097,0,
002342,2012-12-31,2012,C33,0,金属制品业,1,18.15980339,0.018673481,0.103211112,22.14045525,0.782010794,0.00081742,0.469999999,0.333333343,0.049600001,0.052956,0.008749,4.691347882,1.791759469,0.143900007,0.103211112,0,
002342,2013-12-31,2013,C33,0,金属制品业,1,18.02618408,0.015490958,0.098809943,22.19368362,0.836782396,0.0002672,0.469999999,0.333333343,0.04572,0.029971,0.021894004,4.905274778,2.079441542,0.135900006,0.098809943,0,
002342,2014-12-31,2014,C33,0,金属制品业,1,18.06207848,0.017288063,0.1103222,22.11981773,0.696676254,-0.00084721,0.200300008,0.428571433,0.032673001,0.013574,0.073495023,5.141663557,2.63905733,0.110100001,0.1103222,0,
002342,2015-12-31,2015,C33,0,金属制品业,1,17.87150574,0.014886632,0.083607838,22.07879639,0.610783517,-0.00141066,0.200300008,0.428571433,0.026869999,0.011327,0.032128036,5.257495372,2.995732274,0.133399993,0.074982069,0,
002342,2016-12-31,2016,C33,0,金属制品业,1,18.06867409,0.017276278,0.091034785,22.12709427,0.682414234,0.00022947,0.200300008,0.428571433,0.027829999,0.008548,0.020565176,5.318119994,3.091042453,0.113300003,0.085075222,0,
002342,2017-12-31,2017,C33,0,金属制品业,1,18.0789547,0.017294666,0.133839965,22.13631248,0.713908672,0.00037235,0.200300008,0.428571433,0.036290001,-0.007126,0.02512498,5.293304825,3.218875825,0.081100002,0.133524135,0,
002342,2018-12-31,2018,C33,0,金属制品业,1,18.16651154,0.019410221,0.100572698,22.1084671,0.65445894,0.0019012,0.200300008,0.428571433,0.035379998,0.007405,0.017704042,,,0.069899999,0.096517242,0,
002343,2010-12-31,2010,C29,0,橡胶和塑料制品业,1,17.90738106,0.038698904,0.504070878,21.15932465,0.198229834,0.00248388,0.125699997,0.333333343,0.034662001,0.144163996,0.073284902,2.48490665,1.791759469,0.189500004,0.498385489,0,
002343,2011-12-31,2011,C29,0,橡胶和塑料制品业,1,18.0065937,0.043956567,0.380105168,21.13114548,0.153510064,0.0004646,0.125699997,0.363636374,0.044284999,0.079060003,0.024957102,2.890371758,2.197224577,0.173199996,0.371688515,0,
002343,2012-12-31,2012,C29,0,橡胶和塑料制品业,1,17.9329052,0.036250226,0.283710003,21.25021553,0.205902129,-0.00059484,0.125699997,0.400000006,0.039884001,0.063980997,0.104409158,3.36729583,2.63905733,0.143900007,0.27831313,0,20.47441979
002343,2013-12-31,2013,C29,0,橡胶和塑料制品业,1,18.09525871,0.039893061,0.141817749,21.31681061,0.303484619,0.00075954,0.114600003,0.400000006,0.048407,0.050558001,0.066197067,3.583518938,3.044522438,0.135900006,0.137201801,0,21.3621944
002343,2014-12-31,2014,C29,0,橡胶和塑料制品业,1,18.08804131,0.041043386,0.100976057,21.28116608,0.25631842,0.00105796,0.114600003,0.333333343,0.049424,0.049497001,0.085571893,4.060443011,3.295836866,0.110100001,0.099929728,0,21.65899835
002343,2017-12-31,2017,R86,0,广播、电视、电影和影视录音制作业,1,15.48578358,0.000985182,0.276965171,22.40846634,0.983467519,-0.00087935,0.182900012,0.333333343,0.031440001,0.202108994,0.029864373,3.496507561,2.944438979,0.081100002,0.276501656,0,
002345,2011-12-31,2011,C41,0,其他制造业,1,17.49586296,0.021999814,0.090091221,21.31258583,0.274293274,0.00588785,0.352299988,0.333333343,0.045412,0.11327,-0.129040465,3.931825633,0,0.173199996,0.089555591,0,
002345,2012-12-31,2012,C41,0,其他制造业,1,17.61520958,0.021676937,0.071499549,21.4467144,0.387748539,0.00163553,0.352299988,0.333333343,0.054088999,0.090319999,0.046159696,4.025351691,0,0.143900007,0.071440414,0,
002345,2013-12-31,2013,C41,0,其他制造业,1,17.95570374,0.018389773,0.091343105,21.95166588,0.401262015,0.00351784,0.27579999,0.333333343,0.041041002,0.096190996,0.09550938,4.33073334,1.098612289,0.135900006,0.086826332,0,20.31609427
002345,2014-12-31,2014,C41,0,其他制造业,1,18.07828903,0.016263969,0.126452953,22.19709206,0.79620415,0.00191095,0.300099999,0.333333343,0.028170999,0.092327997,0.06008403,4.753590191,1.791759469,0.110100001,0.118909076,0,21.65806817
002345,2015-12-31,2015,C41,0,其他制造业,1,18.22139549,0.018722622,0.11769405,22.19941711,0.702956438,0.0008919,0.300099999,0.333333343,0.032090001,0.102270998,0.073712237,4.997212274,1.945910149,0.133399993,0.112287126,0,21.76922601
002345,2016-12-31,2016,C41,0,其他制造业,1,18.13677597,0.016461343,0.102449276,22.24351692,0.678948939,0.00017828,0.300099999,0.333333343,0.037133001,0.073922001,0.053979427,5.043425117,1.945910149,0.113300003,0.100392096,0,21.76750289
002345,2017-12-31,2017,C41,0,其他制造业,1,18.26151085,0.015789803,0.098533675,22.40990067,0.560396671,0.00126885,0.280099988,0.333333343,0.044690002,0.091394998,0.056400634,4.9698133,1.945910149,0.081100002,0.078401193,0,
002345,2018-12-31,2018,C41,0,其他制造业,1,17.9307251,0.011211704,0.111156911,22.42152214,0.635833859,0.00052441,0.280099988,0.333333343,0.048106,0.021103,0.059027236,,,0.069899999,0.091324337,0,
002346,2012-12-31,2012,C30,0,非金属矿物制品业,1,16.58213234,0.014076067,0.37675485,20.8454113,0.169045627,-0.00334863,0.704400003,0.333333343,0.008944,0.021670001,0.014279985,2.397895273,0.693147181,0.143900007,0.373732716,0,
002346,2013-12-31,2013,C30,0,非金属矿物制品业,1,16.02111244,0.008994223,0.04395093,20.73228455,0.061182003,-0.00392904,0.704400003,0.333333343,0.008944,0.00414,0.08021988,2.944438979,0.693147181,0.135900006,0.039209999,0,
002346,2014-12-31,2014,C30,0,非金属矿物制品业,1,16.94737625,0.012116488,0.048305728,21.36056519,0.319521934,0.01486112,0.625200033,0.333333343,0.008944,0.060587998,0.091706842,3.401197382,0.693147181,0.110100001,0.023926953,0,20.43558376
002346,2015-12-31,2015,C38,1,电气机械及器材制造业,1,16.66056633,0.008597001,0.182035491,21.41690826,0.34402132,-0.00055553,0.625200033,0.333333343,0.008944,0.079271004,0.007872283,3.713572067,0.693147181,0.133399993,0.050476108,0,20.44263882
002346,2016-12-31,2016,C38,1,电气机械及器材制造业,1,16.48098183,0.007433688,0.323469311,21.38271332,0.17119956,-0.00035967,0.625200033,0.428571433,0.008944,0.014765,-0.118417554,3.891820298,0.693147181,0.113300003,0.166921571,0,
002346,2017-12-31,2017,C38,1,电气机械及器材制造业,1,16.57645416,0.006428635,0.507201493,21.62344742,0.15872097,0.00074386,0.625200033,0.428571433,0.008944,0.137384996,0.002414916,3.17805383,0.693147181,0.081100002,0.055342264,0,
002346,2018-12-31,2018,C38,1,电气机械及器材制造业,1,16.81109238,0.007910772,0.523452282,21.65062332,0.238349974,0.00234263,0.625200033,0.428571433,0.01015,0.027911,0.059740108,,,0.069899999,0.048317719,0,
002347,2010-12-31,2010,C34,0,通用设备制造业,1,16.8421402,0.019403478,0.433990091,20.7844429,0.324434876,-0.00098803,0.488800019,0.444444448,0.016516,0.096178003,0.009924662,1.945910149,1.386294361,0.189500004,0.433010131,0,
002347,2011-12-31,2011,C34,0,通用设备制造业,1,16.35609436,0.010835886,0.18552272,20.88098717,0.387709022,0.00431182,0.488800019,0.555555582,0.024041999,0.081932999,0.026541468,2.63905733,1.386294361,0.173199996,0.18552272,0,
002347,2012-12-31,2012,C34,0,通用设备制造业,1,16.56666565,0.012686671,0.057805248,20.93387032,0.443025857,8.678E-05,0.488800019,0.555555582,0.027995,0.050349999,-0.100556381,2.833213344,1.386294361,0.143900007,0.057805248,0,
002347,2013-12-31,2013,C34,0,通用设备制造业,1,16.34406853,0.007589904,0.15030247,21.2250042,0.782420814,-0.00119798,0.488700002,0.375,0.042872,0.016326001,-0.026475372,3.761200116,1.791759469,0.135900006,0.15030247,0,18.31532023
002347,2014-12-31,2014,C34,0,通用设备制造业,1,16.57641983,0.009270763,0.206544042,21.25730896,0.413671136,0.00041962,0.407200009,0.375,0.038205002,0.007898,0.034239355,4.158883083,2.302585093,0.110100001,0.147334784,0,18.31532023
002347,2015-12-31,2015,C34,0,通用设备制造业,1,16.57269287,0.009103001,0.191524178,21.27184486,0.42874071,7.499E-05,0.312399983,0.375,0.041239001,0.009609,0.002540214,4.418840608,2.772588722,0.133399993,0.115836278,0,
002347,2016-12-31,2016,C34,0,通用设备制造业,1,16.33662415,0.006912124,0.216398001,21.31110191,0.472875834,-0.00023929,0.312399983,0.375,0.035811,0.008175,0.001406711,4.727387819,3.135494216,0.113300003,0.143623888,0,
002347,2017-12-31,2017,C34,0,通用设备制造业,1,16.50289536,0.007359896,0.195798054,21.41460419,0.76027745,0.00194664,0.312399983,0.333333343,0.038197,-0.090756997,-0.020357233,4.990432587,3.610917913,0.081100002,0.126521662,0,
002347,2018-12-31,2018,C34,0,通用设备制造业,1,17.25997543,0.014086226,0.184541598,21.52253151,0.935175061,0.00702768,0.312399983,0.333333343,0.036377002,0.02097,0.000384396,,,0.069899999,0.123983264,0,
002348,2010-12-31,2010,C24,0,文教、工美、体育和娱乐用品制造业,1,16.16688538,0.009150155,0.582717299,20.86087036,0.058587864,0.00085837,0.3116,0.363636374,0.0132,0.102196001,-0.011581723,4.007333185,0,0.189500004,0.573209524,0,
002348,2011-12-31,2011,C24,0,文教、工美、体育和娱乐用品制造业,1,16.25785828,0.009525436,0.515399814,20.9116478,0.071353868,0.00058906,0.3116,0.375,0.017930999,0.080312997,0.111211628,4.077537444,0.693147181,0.173199996,0.509971559,0,
002348,2012-12-31,2012,C24,0,文教、工美、体育和娱乐用品制造业,1,16.34199905,0.010508337,0.440127909,20.89758492,0.063078597,0.00112418,0.3116,0.375,0.023600001,0.057355002,0.007649644,4.17438727,0.693147181,0.143900007,0.434810191,0,
002348,2013-12-31,2013,C24,0,文教、工美、体育和娱乐用品制造业,1,16.43195724,0.011708141,0.389131278,20.87942696,0.046802126,0.00085501,0.204799995,0.375,0.02516,0.057174001,0.035116132,4.234106505,0.693147181,0.135900006,0.385875255,0,17.72352554
002348,2014-12-31,2014,C24,0,文教、工美、体育和娱乐用品制造业,1,16.45021629,0.011686078,0.306542933,20.89957237,0.046802126,-0.00019816,0.204799995,0.375,0.029960001,0.039115001,0.05856863,4.290459441,0.693147181,0.110100001,0.304810226,0,17.50439001
002348,2015-12-31,2015,C24,0,文教、工美、体育和娱乐用品制造业,1,16.41367531,0.010822144,0.330758333,20.9398365,0.046802126,-6.244E-05,0.197600007,0.375,0.031550001,0.046558999,0.042448238,4.584967479,0.693147181,0.133399993,0.32900694,0,17.98989783
002348,2016-12-31,2016,C24,0,文教、工美、体育和娱乐用品制造业,1,16.43767357,0.010439194,0.248426169,20.99986076,0.060976006,-0.00026363,0.197600007,0.375,0.032435,0.034515001,0.069707938,4.736198448,0.693147181,0.113300003,0.209231481,0,
002348,2017-12-31,2017,C24,0,文教、工美、体育和娱乐用品制造业,1,16.9822979,0.01371346,0.074443437,21.27167702,0.248736322,0.00638515,0.197600007,0.375,0.032435,0.047449999,-0.041124951,4.836281907,0.693147181,0.081100002,0.048439387,0,
002348,2018-12-31,2018,C24,0,文教、工美、体育和娱乐用品制造业,1,17.21780586,0.016142672,0.085979253,21.34409523,0.310955822,0.00255758,0.197600007,0.375,0.044445001,0.021886,0.011313738,,,0.069899999,0.085979253,0,
002349,2010-12-31,2010,C27,1,医药制造业,1,16.13596535,0.016650422,0.657443285,20.2312851,0.122993506,0.00057571,0.412999988,0.333333343,0.021574,0.125122994,0.067155294,0.693147181,1.098612289,0.189500004,0.657159984,1,
002349,2011-12-31,2011,C27,1,医药制造业,1,16.2255497,0.014265197,0.46906814,20.47548294,0.226671502,0.00368848,0.412999988,0.333333343,0.034635,0.081899002,0.053098027,1.098612289,1.386294361,0.173199996,0.468860239,1,
002349,2012-12-31,2012,C27,1,医药制造业,1,16.5113678,0.01547252,0.211021885,20.68005753,0.339698642,0.0077198,0.412999988,0.333333343,0.03850463,0.088244997,0.080657616,1.609437912,1.791759469,0.143900007,0.210863858,1,
002349,2013-12-31,2013,C27,1,医药制造业,1,16.48050499,0.013417683,0.126915425,20.7916851,0.443479806,0.00101048,0.412999988,0.333333343,0.0436,0.055842999,-0.051306557,1.609437912,1.791759469,0.135900006,0.126784325,1,
002349,2014-12-31,2014,C27,1,医药制造业,1,16.82675171,0.010767015,0.467211783,21.35801888,0.229349643,-0.00211385,0.412999988,0.333333343,0.045000002,0.035693999,0.024224851,1.791759469,1.791759469,0.110100001,0.459192187,1,
002349,2015-12-31,2015,C27,1,医药制造业,1,17.13472176,0.011028564,0.228066787,21.64198685,0.121885069,0.00350635,0.340900004,0.333333343,0.037500001,0.043435998,-0.030330801,3.610917913,1.945910149,0.133399993,0.193461955,1,
002349,2016-12-31,2016,C27,1,医药制造业,1,17.94721794,0.024613459,0.176855847,21.65167999,0.098962009,0.00129628,0.340900004,0.375,0.052000001,0.076474003,0.135863438,3.663561646,2.197224577,0.113300003,0.152605295,1,
002349,2017-12-31,2017,C27,1,医药制造业,1,18.0526104,0.021349669,0.134506613,21.89932823,0.2245702,0.00271624,0.340900004,0.333333343,0.089000002,0.076903,0.023421429,3.988984047,2.564949357,0.081100002,0.11964979,1,
002349,2018-12-31,2018,C27,1,医药制造业,1,17.54332733,0.01223291,0.076599702,21.94695282,0.261750311,0.00208566,0.342900008,0.333333343,0.058499999,0.097375996,0.024540411,,,0.069899999,0.062200122,1,
002350,2010-12-31,2010,C38,1,电气机械及器材制造业,1,17.11897469,0.024104584,0.553783953,20.84432793,0.240418002,0.00010282,0.474799991,0.333333343,0.052354001,0.087494001,0.027740275,2.772588722,0,0.189500004,0.55341047,0,
002350,2011-12-31,2011,C38,1,电气机械及器材制造业,1,17.37529945,0.025391605,0.459097415,21.04863739,0.415533066,0.00628559,0.476300001,0.333333343,0.066477999,0.095504999,0.070919886,3.555348061,0,0.173199996,0.455879152,0,
002350,2012-12-31,2012,C38,1,电气机械及器材制造业,1,17.68993187,0.032346353,0.409184277,21.1211853,0.457150996,0.00218883,0.476300001,0.333333343,0.051206999,0.086263001,0.047723431,4.219507705,0.693147181,0.143900007,0.407863706,0,
002350,2013-12-31,2013,C38,1,电气机械及器材制造业,1,17.86126328,0.039308809,0.382212281,21.09757042,0.395575672,-0.00116256,0.447799981,0.333333343,0.062034,0.062913001,0.07190606,4.521788577,1.098612289,0.135900006,0.380967081,0,
002350,2014-12-31,2014,C38,1,电气机械及器材制造业,1,17.95014954,0.036473759,0.207867876,21.26131058,0.519388139,0.00356682,0.426300019,0.333333343,0.054425001,0.070978999,0.004060981,4.779123493,1.791759469,0.110100001,0.207340106,0,
002350,2015-12-31,2015,C38,1,电气机械及器材制造业,1,17.81102371,0.028129647,0.141488999,21.38195419,0.666513085,0.00084914,0.426300019,0.333333343,0.051559001,0.037330002,0.018171759,4.890349128,2.708050201,0.133399993,0.141369969,0,
002350,2016-12-31,2016,C38,1,电气机械及器材制造业,1,18.17241478,0.033232924,0.201987565,21.57662773,0.901721895,0.00214998,0.376399994,0.333333343,0.055658001,0.069292001,0.02612132,4.852030264,2.833213344,0.113300003,0.167544067,0,
002350,2018-12-31,2018,C38,1,电气机械及器材制造业,1,18.65462112,0.035393108,0.201455191,21.99585915,0.953947008,0.00151359,0.367200017,0.333333343,0.072444998,0.068380997,-0.00641684,,,0.069899999,0.174672052,0,
002351,2010-12-31,2010,C39,1,计算机、通信和其他电子设备制造业,1,17.21982384,0.018282557,0.270709157,21.2216301,0.077503726,0.00056842,0.326599985,0.333333343,0.017507,0.104050003,0.05772683,,,0.189500004,0.261723518,0,
002351,2011-12-31,2011,C39,1,计算机、通信和其他电子设备制造业,1,17.23961067,0.017981347,0.626224399,21.25802994,0.089904882,0.00155384,0.326599985,0.333333343,0.019172,0.063248001,0.109758362,4.110873864,0,0.173199996,0.617303371,0,
002351,2012-12-31,2012,C39,1,计算机、通信和其他电子设备制造业,1,17.47358894,0.02227433,0.625087678,21.27791023,0.085443199,-0.000453,0.327000022,0.333333343,0.021425987,0.061434001,0.160830989,4.33073334,0.693147181,0.143900007,0.616959274,0,20.82311117
